City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Description,Date
397,Amapa,1.0,-52.0,73.13,98,99,2.73,BR,overcast clouds,2020-12-18 03:40:14
398,Bodden Town,19.28,-81.25,80.6,74,20,8.05,KY,few clouds,2020-12-18 03:40:14
399,Kamenka,51.32,42.77,30.99,94,100,11.12,RU,overcast clouds,2020-12-18 03:40:14
400,Tarut,26.57,50.04,60.8,62,0,6.93,SA,clear sky,2020-12-18 03:40:14
401,Hadrut,39.52,47.03,37.76,93,100,1.45,AZ,light rain,2020-12-18 03:40:14
402,Ayan,56.45,138.17,-8.81,88,39,17.05,RU,scattered clouds,2020-12-18 03:40:14
403,Farmington,36.73,-108.22,35.6,51,90,9.17,US,overcast clouds,2020-12-18 03:40:15
404,Sorland,67.67,12.69,34.2,89,100,17.4,NO,overcast clouds,2020-12-18 03:40:15
405,Acapulco,16.86,-99.89,77.0,78,5,2.24,MX,clear sky,2020-12-18 03:40:15
406,Mehamn,71.04,27.85,18.23,91,32,19.84,NO,scattered clouds,2020-12-18 03:40:15
407,Altamira,-3.2,-52.21,73.69,96,99,3.24,BR,overcast clouds,2020-12-18 03:38:51
408,Tahta,26.77,31.5,51.13,82,5,7.0,EG,clear sky,2020-12-18 03:40:15
409,Istisu,40.95,48.07,34.02,88,97,1.25,AZ,light rain,2020-12-18 03:40:15
410,Tecolutla,20.48,-97.02,61.65,87,100,7.11,MX,overcast clouds,2020-12-18 03:40:16
411,Muroto,33.28,134.15,50.0,34,40,4.7,JP,scattered clouds,2020-12-18 03:40:16
412,Rexburg,43.83,-111.79,32.0,98,90,3.36,US,mist,2020-12-18 03:40:16
413,Guatire,10.48,-66.54,69.01,82,58,1.81,VE,broken clouds,2020-12-18 03:40:16
414,Lahaina,20.88,-156.68,78.8,65,40,19.46,US,scattered clouds,2020-12-18 03:37:09
415,Broken Hill,-31.95,141.43,73.4,17,0,16.11,AU,clear sky,2020-12-18 03:40:16
416,Amahai,-3.33,128.92,86.83,67,100,4.09,ID,overcast clouds,2020-12-18 03:40:17
417,Mtwango,-9.02,34.8,58.91,96,84,7.9,TZ,broken clouds,2020-12-18 03:40:17
418,Pudozh,61.81,36.53,6.98,95,0,5.21,RU,clear sky,2020-12-18 03:40:17
419,Ixtapa,20.7,-105.2,70.0,88,20,3.36,MX,few clouds,2020-12-18 03:40:18
420,Rudnya,54.95,31.09,32.41,97,100,4.88,RU,snow,2020-12-18 03:40:19
421,Kon Tum,14.35,108.0,81.57,52,1,10.09,VN,clear sky,2020-12-18 03:40:19
422,Porto Walter,-8.27,-72.74,72.18,95,50,2.17,BR,scattered clouds,2020-12-18 03:40:19
423,Port Blair,11.67,92.75,84.29,69,53,11.63,IN,broken clouds,2020-12-18 03:40:20
424,Koutsouras,35.03,25.95,57.99,70,16,8.5,GR,few clouds,2020-12-18 03:40:20
425,Coquimbo,-29.95,-71.34,55.4,87,38,2.24,CL,scattered clouds,2020-12-18 03:39:27
426,Vasto,42.12,14.71,48.0,76,80,5.01,IT,broken clouds,2020-12-18 03:40:22
427,Havelock,34.88,-76.9,39.2,93,1,3.36,US,clear sky,2020-12-18 03:40:22
428,Fare,-16.7,-151.02,80.08,79,83,14.16,PF,light rain,2020-12-18 03:40:22
429,Cap-Aux-Meules,47.38,-61.86,28.4,86,100,12.75,CA,overcast clouds,2020-12-18 03:36:02
430,Izyaslav,50.12,26.82,33.96,92,100,4.63,UA,overcast clouds,2020-12-18 03:40:22
